"neq","nom","full_address","adresse","ville","province","code_postal","pays","nir","titre","categorie_transport","date_inscription","date_prochaine_maj","code_securite","droit_circulation","droit_exploiter","motif","extra_values","vrac_numero_inscription","vrac_region_exploitation","vrac_nombre_camions","vrac_nom_courtier"
"1140182693","3098-6376 QUÉBEC INC.","623, 1re Rue O Barraute (Québec)  J0Y 1A0","623, 1re Rue O","Barraute","Québec","J0Y 1A0","","R-006605-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140182867","2856-1116 QUÉBEC INC.","921, rue Dequen Saguenay (Québec)  G7J 1B1","921, rue Dequen","Saguenay","Québec","G7J 1B1","","R-005232-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140183659","VITRERIE UNI-VERRE (1987) INC.","1420, rue Thomas-Powers Lévis (Québec)  G7A 0P9","1420, rue Thomas-Powers","Lévis","Québec","G7A 0P9","","R-052033-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140184095","CONSTRUCTION RÉNOV-O-MAX INC.","1961, av. Drouin Québec (Québec)  G1E 3W6","1961, av. Drouin","Québec","Québec","G1E 3W6","","R-009485-5","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","2026-01-27","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140185225","CAPITAL TRAITEUR MONTREAL INC.","","","","","","","R-528923-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140185381","LES SEMENCES SAGUENOISE INC","","","","","","","R-008571-3","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140186207","BEAUCE MÉTAL INC.","11855, 35e Avenue,  CP 95 Saint-Georges (Québec)  G5Y 5B9","11855, 35e Avenue,  CP 95","Saint-Georges","Québec","G5Y 5B9","","R-024325-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140186322","FERME DU BUTTEREAU INC.","","","","","","","R-012557-6","Propriétaire et exploitant de véhicules lourds","Sans objet","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140195638","9002-7939 QUÉBEC INC.","460, ch. du Lac-Cameron Saint-Eugène-de-Guigues (Québec)  J0Z 3L0","460, ch. du Lac-Cameron","Saint-Eugène-de-Guigues","Québec","J0Z 3L0","","R-527701-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-12-04","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140205221","PORTES & FENÊTRES D'AUJOURD'HUI INC","1400, rue Denison Ouest Saint-Alphonse-de-Granby (Québec)  J0E 2A0","1400, rue Denison Ouest","Saint-Alphonse-de-Granby","Québec","J0E 2A0","","R-573365-5","Propriétaire et exploitant de véhicules lourds","Marchandises","2004-09-10 11:39","2026-09-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140206369","LES ENTREPRISES CHARTA INC.","530, 19e Avenue Montréal (Québec)  H8S 3S5","530, 19e Avenue","Montréal","Québec","H8S 3S5","","R-548682-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-06-17 00:00","2026-01-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140206443","LES VIANDES A.M.S. INC.","506, rue Sainte-Rose La Prairie (Québec)  J5R 1Y8","506, rue Sainte-Rose","La Prairie","Québec","J5R 1Y8","","R-527368-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-08","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140208720","2311-9670 QUÉBEC INC.","940, montée de L'Épiphanie L'Assomption (Québec)  J5W 2W2","940, montée de L'Épiphanie","L'Assomption","Québec","J5W 2W2","","R-539890-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140209504","PIÈCES FONTAINE (1994) INC","1150, rue Notre-Dame E Victoriaville (Québec)  G6P 4B9","1150, rue Notre-Dame E","Victoriaville","Québec","G6P 4B9","","R-012552-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140212250","TRANSPORT MARBRO INC.","114, rue Tanguay Sainte-Justine (Québec)  G0R 1Y0","114, rue Tanguay","Sainte-Justine","Québec","G0R 1Y0","","R-002440-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140212698","LES ATELIERS B.G. INC.","2980, rue King E Sherbrooke (Québec)  J1G 5J2","2980, rue King E","Sherbrooke","Québec","J1G 5J2","","R-563039-8","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140212839","LES FERMES ALMIKA INC.","","","","","","","R-541098-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140207490","LES CONSTRUCTIONS R. BROSSOIT INC.","80, rue Marguerite-D'Youville Beauharnois (Québec)  J6N 3P4","80, rue Marguerite-D'Youville","Beauharnois","Québec","J6N 3P4","","R-572540-4","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140208472","TRANSPORT FRANÇOIS PERKINS INC.","616, rue du Lac-Fripon Québec (Québec)  G3G 1H2","616, rue du Lac-Fripon","Québec","Québec","G3G 1H2","","R-001573-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140208555","CENTRE DU GRANIT BEEBE INC.","820, Sheldon,  CP 2465 SUCC succ Beebe Stanstead (Québec)  J0B 1E0","820, Sheldon,  CP 2465 SUCC succ Beebe","Stanstead","Québec","J0B 1E0","","R-114987-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2015-06-15 11:27","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140208696","MACHINAGE PICHÉ INC.","","","","","","","R-010501-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140199721","LES ENTREPRISES FORESTIÈRES BEL-MER INC.","882, ch. Charles-Valiquette Saint-Aimé-du-Lac-des-Îles (Québec)  J0W 1J0","882, ch. Charles-Valiquette","Saint-Aimé-du-Lac-des-Îles","Québec","J0W 1J0","","R-012454-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140200172","9002-8184 QUÉBEC INC.","708, 9e Rang Saint-Adrien-d'Irlande (Québec)  G6G 5R6","708, 9e Rang","Saint-Adrien-d'Irlande","Québec","G6G 5R6","","R-037465-3","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-02-18 14:27","2026-04-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140200800","GRENIER ET GRENIER (1994) INC.","504, av. Socrate Québec (Québec)  G1C 4L5","504, av. Socrate","Québec","Québec","G1C 4L5","","R-043277-4","Propriétaire et exploitant de véhicules lourds","Marchandises","2006-02-17 09:41","2026-03-25","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140202095","SERVICE D'ENSEIGNE ALAIN AUBRY INC.","83, rue Florimond-Gauthier Terrebonne (Québec)  J6W 5G2","83, rue Florimond-Gauthier","Terrebonne","Québec","J6W 5G2","","R-524105-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-28","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140202186","9002-8283 QUÉBEC INC.","933, boul. Frontenac O Thetford Mines (Québec)  G6G 6K5","933, boul. Frontenac O","Thetford Mines","Québec","G6G 6K5","","R-053494-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140203473","LES ENTREPRISES FORESTIÈRES N.T. INC.","115, rue de la Falaise Dolbeau-Mistassini (Québec)  G8L 5A6","115, rue de la Falaise","Dolbeau-Mistassini","Québec","G8L 5A6","","R-023360-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140203507","3099-8942 QUÉBEC INC.","","","","","","","R-592242-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140221368","OPÉRATIONS TRONCO INC.","","","","","","","R-026467-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140221772","FERME GÉOMARMI INC.","4344, rang Juliaville Saint-Édouard-de-Lotbinière (Québec)  G0S 1Y0","4344, rang Juliaville","Saint-Édouard-de-Lotbinière","Québec","G0S 1Y0","","R-043777-3","Propriétaire et exploitant de véhicules lourds","Marchandises","2006-05-11 11:38","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140223935","LES CONSTRUCTIONS G.S. INC.","186, rue Damase-Breton Saint-Lambert-de-Lauzon (Québec)  G0S 2W0","186, rue Damase-Breton","Saint-Lambert-de-Lauzon","Québec","G0S 2W0","","R-052437-2","Propriétaire et exploitant de véhicules lourds","Marchandises","2011-09-06 09:13","2026-09-17","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140224222","9002-9794 QUÉBEC INC.","463, 2e Rang E Saint-Éloi (Québec)  G0L 2V0","463, 2e Rang E","Saint-Éloi","Québec","G0L 2V0","","R-042683-4","Propriétaire et exploitant de véhicules lourds","Marchandises","2005-09-22 16:43","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140224289","SALON DE QUILLES ""L'ALLÉE D'OR"" INC.","229, 2e Rue E La Sarre (Québec)  J9Z 2G7","229, 2e Rue E","La Sarre","Québec","J9Z 2G7","","R-132203-2","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140224412","2545-1543 QUÉBEC INC.","","","","","","","R-030576-4","Propriétaire de véhicules lourds","Sans objet","2000-03-23 15:45","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140224495","NOVA CONSTRUCTION C.P. INC.","1259, rue Paul-Émile-Giroux Québec (Québec)  G1C 0K9","1259, rue Paul-Émile-Giroux","Québec","Québec","G1C 0K9","","R-045099-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2007-04-10 12:18","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140224628","3102-9945 QUÉBEC INC.","105, 8e Avenue,  CP 643 Chapais (Québec)  G0W 1H0","105, 8e Avenue,  CP 643","Chapais","Québec","G0W 1H0","","R-030245-6","Propriétaire et exploitant de véhicules lourds","Marchandises","2000-02-16 15:18","2026-06-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140223026","COUVREUR DENIS COURVILLE INC.","3872, boul. Leman Laval (Québec)  H7E 1A1","3872, boul. Leman","Laval","Québec","H7E 1A1","","R-544530-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-22","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140223190","PROFIL JARDINS INC.","603, ch. Giroux Sherbrooke (Québec)  J1C 0J8","603, ch. Giroux","Sherbrooke","Québec","J1C 0J8","","R-516910-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-09-10","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140213142","GARAGE RÉJEAN PILON INC.","415, av. Bethany Lachute (Québec)  J8H 4H3","415, av. Bethany","Lachute","Québec","J8H 4H3","","R-535926-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140214751","GARAGE RÉAL IMBEAULT INC.","449, rue Bilodeau Matane (Québec)  G4W 3N8","449, rue Bilodeau","Matane","Québec","G4W 3N8","","R-018577-8","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140215170","DÉNEIGEMENT GOSFORD INC.","2337, rue Saint-Georges Sainte-Agathe-de-Lotbinière (Québec)  G0S 2A0","2337, rue Saint-Georges","Sainte-Agathe-de-Lotbinière","Québec","G0S 2A0","","R-002524-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-29","Satisfaisant","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","3-Q-511036","Région 3","1","LES TRANSPORTEURS EN VRAC DE LOTBINIÈRE INC."
"1140215576","TRANSPORT HAROLD GOYETTE INC.","296, rue Principale Rivière-à-Pierre (Québec)  G0A 3A0","296, rue Principale","Rivière-à-Pierre","Québec","G0A 3A0","","R-023408-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-14","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1140216038","SOLUTION 2000 (FRANCHISEUR) INC.","6417, av. Papineau Montréal (Québec)  H2G 2X1","6417, av. Papineau","Montréal","Québec","H2G 2X1","","R-139782-8","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
